,title,link
73,‘안성 교통사고’로 돌이켜본 10대 무면허 운전…처벌·보상과 부모 책임은?,https://news.google.com/articles/CBMiI2h0dHBzOi8vbS5ldG5ld3MuY29tLzIwMTgwNjI3MDAwMDE40gEnaHR0cHM6Ly9tLmV0bmV3cy5jb20vYW1wLzIwMTgwNjI3MDAwMDE4?hl=ko&gl=KR&ceid=KR%3Ako
74,10대 무면허 운전 잇단 사고…대책 없나,https://news.google.com/articles/CBMiOmh0dHA6Ly93d3cua25uZXdzLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcucGhwP2lkeG5vPTEzMDk0MzTSAQA?hl=ko&gl=KR&ceid=KR%3Ako
75,무면허 고교생 운전 차량·승용차 충돌…7명 사상,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL1NvY2lldHkvYXJ0aWNsZS9hbGwvMjAyMDA5MTQvMTAyOTE3NTMxLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjAwOTE0LzEwMjkxNzUzMS8x?hl=ko&gl=KR&ceid=KR%3Ako
76,위험천만 '10대 무면허 사고' 의식교육과 안전대책 시급,https://news.google.com/articles/CBMiO2h0dHA6Ly93d3cuY2FydHZuZXdzLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDY5MDQ00gEA?hl=ko&gl=KR&ceid=KR%3Ako
77,"코로나19 주춤, 하계 휴가...렌터카 교통안전 비상",https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3Lmd5b3RvbmduLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzI1OTEw0gEA?hl=ko&gl=KR&ceid=KR%3Ako
78,광주일보,https://news.google.com/articles/CBMiOmh0dHA6Ly9tLmt3YW5nanUuY28ua3IvYXJ0aWNsZS5waHA_YWlkPTE2Mjc1NzA4MDA3MjQzNjAwMDbSAQA?hl=ko&gl=KR&ceid=KR%3Ako
79,"대중교통 기사, 성폭력 범죄자·음주운전자 OUT",https://news.google.com/articles/CBMijAFodHRwczovL20uZXRuZXdzLmNvbS8yMDIxMDcyMDAwMDIwMT9vYmo9VHpvNE9pSnpkR1JEYkdGemN5STZNanA3Y3pvM09pSnlaV1psY21WeUlqdE9PM002TnpvaVptOXlkMkZ5WkNJN2N6b3hNem9pZDJWaUlIUnZJRzF2WW1sc1pTSTdmUSUzRCUzRNIBJ2h0dHBzOi8vbS5ldG5ld3MuY29tL2FtcC8yMDIxMDcyMDAwMDIwMQ?hl=ko&gl=KR&ceid=KR%3Ako
80,"제주, '8명 중경상' 뺑소니 20대...잡고 보니 '무면허' 운전",https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmhlYWRsaW5lamVqdS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDI4MDcx0gEA?hl=ko&gl=KR&ceid=KR%3Ako
81,쏘카 “12대 중과실 사고시 보험처리 불가”… 소비자 주의 당부,https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LnNpc2F3ZWVrLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTQ0Mjkx0gEA?hl=ko&gl=KR&ceid=KR%3Ako
82,"추석날 ‘무면허’ 뺑소니로 21세 여성 목숨 뺏은 고등학생들, 숨겨진 범행 더 있었다",https://news.google.com/articles/CBMi8gFodHRwczovL2tyLW1iLnRoZWVwb2NodGltZXMuY29tLyVFQyVCNiU5NCVFQyU4NCU5RCVFQiU4MiVBMC0lRUIlQUMlQjQlRUIlQTklQjQlRUQlOTclODgtJUVCJUJBJTkxJUVDJTg2JThDJUVCJThCJTg4JUVCJUExJTlDLTIxJUVDJTg0JUI4LSVFQyU5NyVBQyVFQyU4NCVCMS0lRUIlQUElQTklRUMlODglQTgtJUVCJUJBJThGJUVDJTlEJTgwLSVFQSVCMyVBMCVFQiU5MyVCMSVFRCU5NSU5OSVFQyU4MyU5RF81NDg2NTEuaHRtbNIB9gFodHRwczovL2tyLW1iLnRoZWVwb2NodGltZXMuY29tLyVFQyVCNiU5NCVFQyU4NCU5RCVFQiU4MiVBMC0lRUIlQUMlQjQlRUIlQTklQjQlRUQlOTclODgtJUVCJUJBJTkxJUVDJTg2JThDJUVCJThCJTg4JUVCJUExJTlDLTIxJUVDJTg0JUI4LSVFQyU5NyVBQyVFQyU4NCVCMS0lRUIlQUElQTklRUMlODglQTgtJUVCJUJBJThGJUVDJTlEJTgwLSVFQSVCMyVBMCVFQiU5MyVCMSVFRCU5NSU5OSVFQyU4MyU5RF81NDg2NTEuaHRtbC9hbXA?hl=ko&gl=KR&ceid=KR%3Ako
83,매일신문,https://news.google.com/articles/CBMiMmh0dHA6Ly9uZXdzLmltYWVpbC5jb20vU29jaWV0eS8yMDIwMTIwMjEwMDYyMzY2NzA10gEA?hl=ko&gl=KR&ceid=KR%3Ako
84,멈출줄 모르는 청소년들의 끔찍한 행각... 촉법소년 범죄 이대로 괜찮나 '렌트카 사고부터 수원 노래방 집단 폭행까지',https://news.google.com/articles/CBMiOGh0dHA6Ly93d3cuZ2dpbGJvLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NzU4OTg10gE7aHR0cDovL3d3dy5nZ2lsYm8uY29tL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz03NTg5ODU?hl=ko&gl=KR&ceid=KR%3Ako
85,안성 렌터카 참변 등 10대 무면허 운전사고 1년에 '1000건' 대책 없나,https://news.google.com/articles/CAIiEAPob1wutDRJ_fc2z4JkSI0qGAgEKg8IACoHCAow3bSRAjCjoC4w2IyTAg?hl=ko&gl=KR&ceid=KR%3Ako
86,[교통안전365] 외국인 교통사고 예방대책 마련 시급,https://news.google.com/articles/CBMiOGh0dHA6Ly93d3cuZ2dpbGJvLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89ODQ1MTkx0gE7aHR0cDovL3d3dy5nZ2lsYm8uY29tL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz04NDUxOTE?hl=ko&gl=KR&ceid=KR%3Ako
87,"10대 무면허, 운전 5명 사상…“형이 대신 빌려줘”",https://news.google.com/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD00NDA1MjAy0gEA?hl=ko&gl=KR&ceid=KR%3Ako
88,“무면허로 제 차 들이받은 ‘고등학생’이 수리비 1200만원을 한 푼도 내놓지 않고 있습니다”,https://news.google.com/articles/CAIiEK2L6rXQl3xf5mO6ArAJhU0qGQgEKhAIACoHCAowwaWGCzCCgYQDMOve2wY?hl=ko&gl=KR&ceid=KR%3Ako
89,10대 렌터카 사고 잇따라...구멍난 대여 제도 탓,https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmFqdW5ld3MuY29tL3ZpZXcvMjAxOTEyMzAxMzQ2MDAyMDjSAStodHRwczovL20uYWp1bmV3cy5jb20vYW1wLzIwMTkxMjMwMTM0NjAwMjA4?hl=ko&gl=KR&ceid=KR%3Ako
90,"끊이지 않는 청소년 무면허·운전미숙 사고, 근본 대책 없나",https://news.google.com/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L01ZSDIwMTkxMTA4MDE2MjAwMDM40gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9NWUgyMDE5MTEwODAxNjIwMDAzOA?hl=ko&gl=KR&ceid=KR%3Ako
91,렌터카 훔쳐 몰며 교통사고 낸 중학생들…도주 끝에 검거,https://news.google.com/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD01MjU0MDcx0gEA?hl=ko&gl=KR&ceid=KR%3Ako
92,"새벽 음식점 돌진 렌터카, 운전자는 무면허 여고생",https://news.google.com/articles/CBMiTmh0dHA6Ly9uZXdzLmttaWIuY28ua3IvYXJ0aWNsZS92aWV3LmFzcD9hcmNpZD0wMDE1MDUzNDQ0JmNvZGU9NjExMjExMTEmc2lkMT1zcNIBMWh0dHA6Ly9tLmttaWIuY28ua3Ivdmlld19hbXAuYXNwP2FyY2lkPTAwMTUwNTM0NDQ?hl=ko&gl=KR&ceid=KR%3Ako
93,캠퍼스도 못밟아보고…10대 무면허 차에 스러진 배달알바 새내기,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL1NvY2lldHkvYXJ0aWNsZS9hbGwvMjAyMDA0MDEvMTAwNDUzMjY1LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjAwNDAxLzEwMDQ1MzI2NS8x?hl=ko&gl=KR&ceid=KR%3Ako
94,렌터카 훔쳐 사망사고 10대들…형사미성년 논란 수면 위로,https://news.google.com/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjAwNDAzMDk1NjAwMDYz0gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIwMDQwMzA5NTYwMDA2Mw?hl=ko&gl=KR&ceid=KR%3Ako
95,"자동차보험, 자차보험 처리 안 되는 예외상황 존재?",https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LnNpc2F3ZWVrLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTM5MTQz0gEA?hl=ko&gl=KR&ceid=KR%3Ako
96,겁 없는 아이들의 위험한 질주,https://news.google.com/articles/CBMiPWh0dHA6Ly9tLmZuZXdzdHYuY29tL25ld3MvbmV3c3ZpZXcucGhwP25jb2RlPTEwNjU1OTU4NjMxMDY2NTTSAQA?hl=ko&gl=KR&ceid=KR%3Ako
97,[렌터카캠페인] '21세 미만 남성의 12월 심야시간 단기 렌트'가 가장 위험,https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3Lmd5b3RvbmduLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzIxMjY10gEA?hl=ko&gl=KR&ceid=KR%3Ako
98,[교통안전 365] 대학생 공유차량 대형교통사고 예방대책,https://news.google.com/articles/CBMiOGh0dHA6Ly93d3cuZ2dpbGJvLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89ODQyMTAy0gE7aHR0cDovL3d3dy5nZ2lsYm8uY29tL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz04NDIxMDI?hl=ko&gl=KR&ceid=KR%3Ako
99,'무면허'로 렌터카 몰다 죄 없는 21세 여성 숨지게 한 10대,https://news.google.com/articles/CBMiJWh0dHBzOi8vd3d3Lmluc2lnaHQuY28ua3IvbmV3cy8zMDY1MDPSAQA?hl=ko&gl=KR&ceid=KR%3Ako
